"EXP","ID","TARGET","CELLTYPE","CTRL1","CTRL2","IFCTRL","LAB"
"ENCSR000AUN","ENCFF000AKG","H3K9me3","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUN","ENCFF000AKK","H3K9me3","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUO","ENCFF000AME","H4K20me1","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUO","ENCFF000AMF","H4K20me1","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUP","ENCFF000ANT","H3K27ac","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUP","ENCFF000ANV","H3K27ac","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUQ","ENCFF000AZO","EP300","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUR","ENCFF000AZY","KDM5B","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUS","ENCFF000BAG","SIRT6","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUT","ENCFF000CCG","SETDB1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUU","ENCFF000CCQ","Control","CD14-positive monocyte","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AUU","ENCFF000CCW","Control","CD14-positive monocyte","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AUV","ENCFF000AMR","CTCF","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUV","ENCFF000AMS","CTCF","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUV","ENCFF000AMU","CTCF","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUW","ENCFF000AMM","Control","B cell","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AUW","ENCFF000AMT","Control","B cell","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AUX","ENCFF000AND","H2AFZ","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUX","ENCFF000ANE","H2AFZ","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUY","ENCFF000ANH","H3K4me2","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUY","ENCFF000ANI","H3K4me2","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUZ","ENCFF000ANM","EZH2","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AUZ","ENCFF000ANN","EZH2","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVA","ENCFF000AVL","CHD7","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVB","ENCFF000AYV","HDAC2","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVC","ENCFF000AZD","KDM4A","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVD","ENCFF000BWJ","CHD7","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVE","ENCFF000CAK","WHSC1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVF","ENCFF000AKJ","H3K27ac","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVF","ENCFF000AKL","H3K27ac","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVG","ENCFF000ALH","H3K36me3","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVG","ENCFF000ALJ","H3K36me3","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVH","ENCFF000AIS","H3K4me1","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVH","ENCFF000AIT","H3K4me1","A549","ENCSR000ASR","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVI","ENCFF000AJH","H3K4me2","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVI","ENCFF000AJI","H3K4me2","A549","ENCSR000ASS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVJ","ENCFF000ANW","H4K20me1","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AVJ","ENCFF000ANZ","H4K20me1","B cell","ENCSR000AUW","NA",false,"Bradley Bernstein, Broad"
"ENCSR000BGA","ENCFF000QUH","FOXP2","PFSK-1","ENCSR000BJU","NA",false,"Richard Myers, HAIB"
"ENCSR000BGA","ENCFF000QUL","FOXP2","PFSK-1","ENCSR000BJU","NA",false,"Richard Myers, HAIB"
"ENCSR000BGB","ENCFF000QWW","FOXP2","SK-N-MC","ENCSR000BOD","NA",false,"Richard Myers, HAIB"
"ENCSR000BGB","ENCFF000QWY","FOXP2","SK-N-MC","ENCSR000BOD","NA",false,"Richard Myers, HAIB"
"ENCSR000BGC","ENCFF000NWM","GABPA","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGC","ENCFF000NWN","GABPA","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGD","ENCFF000OBB","POLR2A","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGD","ENCFF000OBE","POLR2A","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGE","ENCFF000OFK","SRF","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGE","ENCFF000OFM","SRF","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGF","ENCFF000NYY","REST","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGF","ENCFF000NZA","REST","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGG","ENCFF000QET","Control","K562","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGG","ENCFF000QEU","Control","K562","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGG","ENCFF000QFL","Control","K562","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGG","ENCFF000QFS","Control","K562","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGH","ENCFF000OCS","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGH","ENCFF000OCU","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGH","ENCFF000OCW","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGH","ENCFF000OCZ","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGH","ENCFF000ODA","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGI","ENCFF000OHD","USF1","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGI","ENCFF000OHN","USF1","GM12878","ENCSR000BGJ","NA",false,"Richard Myers, HAIB"
"ENCSR000BGJ","ENCFF000ODG","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGJ","ENCFF000ODJ","Control","GM12878","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGK","ENCFF000PKK","JUND","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGK","ENCFF000PKR","JUND","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGL","ENCFF000PPW","SIN3A","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGL","ENCFF000PQC","SIN3A","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGM","ENCFF000PSA","USF1","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGM","ENCFF000PSH","USF1","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BGN","ENCFF000RBV","Control","SK-N-SH","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGN","ENCFF000RBY","Control","SK-N-SH","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BGO","ENCFF000PEV","POLR2A","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BGO","ENCFF000PFC","POLR2A","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BGP","ENCFF000OBH","POU2F2","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGP","ENCFF000OBK","POU2F2","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGP","ENCFF000OBP","POU2F2","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGQ","ENCFF000OBS","SPI1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGQ","ENCFF000OBU","SPI1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGR","ENCFF000OAD","PBX3","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGR","ENCFF000OAF","PBX3","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGS","ENCFF000OGC","TAF1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGS","ENCFF000OGH","TAF1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGT","ENCFF000NSW","BATF","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGT","ENCFF000NSX","BATF","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGU","ENCFF000NUP","EBF1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGU","ENCFF000NUV","EBF1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGW","ENCFF000QED","SPI1","K562","ENCSR000BGG","NA",false,"Richard Myers, HAIB"
"ENCSR000BGW","ENCFF000QEG","SPI1","K562","ENCSR000BGG","NA",false,"Richard Myers, HAIB"
"ENCSR000BGX","ENCFF000QGG","SIX5","K562","ENCSR000BGG","NA",false,"Richard Myers, HAIB"
"ENCSR000BGX","ENCFF000QGJ","SIX5","K562","ENCSR000BGG","NA",false,"Richard Myers, HAIB"
"ENCSR000BGY","ENCFF000NWT","IRF4","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGY","ENCFF000NWV","IRF4","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGZ","ENCFF000OGN","TCF12","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BGZ","ENCFF000OGQ","TCF12","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHA","ENCFF000NTD","BCL11A","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHA","ENCFF000NTH","BCL11A","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHB","ENCFF000NZG","EP300","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHB","ENCFF000NZH","EP300","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHC","ENCFF000OHV","ZBTB33","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHC","ENCFF000OHX","ZBTB33","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHD","ENCFF000NZO","PAX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHD","ENCFF000NZQ","PAX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHE","ENCFF000NBL","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHE","ENCFF000NBR","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHF","ENCFF000NBX","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHF","ENCFF000NBZ","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHG","ENCFF000NCD","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHG","ENCFF000NCF","NR3C1","A549","ENCSR000BIO","NA",false,"Richard Myers, HAIB"
"ENCSR000BHH","ENCFF000NEZ","POLR2A","A549","ENCSR000BKZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BHH","ENCFF000NFG","POLR2A","A549","ENCSR000BKZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BHI","ENCFF000NEQ","POLR2A","A549","ENCSR000BLA","NA",false,"Richard Myers, HAIB"
"ENCSR000BHI","ENCFF000NEV","POLR2A","A549","ENCSR000BLA","NA",false,"Richard Myers, HAIB"
"ENCSR000BHJ","ENCFF000NZS","PAX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHJ","ENCFF000NZX","PAX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHK","ENCFF000OEV","SP1","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BHL","ENCFF000OSP","Control","H1-hESC","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BHM","ENCFF000OQQ","REST","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHM","ENCFF000OQY","REST","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHN","ENCFF000ORP","POLR2A","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHN","ENCFF000ORR","POLR2A","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHO","ENCFF000OVB","TAF1","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHO","ENCFF000OVC","TAF1","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BHP","ENCFF000PHU","FOSL2","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHP","ENCFF000PIE","FOSL2","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHR","ENCFF000PSP","ZBTB33","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHR","ENCFF000PSW","ZBTB33","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHS","ENCFF000PEH","GABPA","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BHS","ENCFF000PEK","GABPA","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BHT","ENCFF000PFJ","TAF1","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BHT","ENCFF000PFL","TAF1","HeLa-S3","ENCSR000BMM","NA",false,"Richard Myers, HAIB"
"ENCSR000BHU","ENCFF000PPM","RXRA","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHU","ENCFF000PPQ","RXRA","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BHV","ENCFF000MYE","CTCF","A549","ENCSR000BNB","NA",false,"Richard Myers, HAIB"
"ENCSR000BHV","ENCFF000MYG","CTCF","A549","ENCSR000BNB","NA",false,"Richard Myers, HAIB"
"ENCSR000BHW","ENCFF000MYJ","CTCF","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BHW","ENCFF000MYN","CTCF","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BHX","ENCFF000NIR","USF1","A549","ENCSR000BNB","NA",false,"Richard Myers, HAIB"
"ENCSR000BHX","ENCFF000NIT","USF1","A549","ENCSR000BNB","NA",false,"Richard Myers, HAIB"
"ENCSR000BHY","ENCFF000OLW","Control","GM12892","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BHZ","ENCFF000OLH","POLR2A","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BHZ","ENCFF000OLJ","POLR2A","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BIA","ENCFF000OLB","POLR2AphosphoS5","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BIA","ENCFF000OLD","POLR2AphosphoS5","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BIB","ENCFF000OLZ","TAF1","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BIB","ENCFF000OMD","TAF1","GM12892","ENCSR000BHY","NA",false,"Richard Myers, HAIB"
"ENCSR000BIC","ENCFF000ORG","POLR2AphosphoS5","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BIC","ENCFF000ORK","POLR2AphosphoS5","H1-hESC","ENCSR000BHL","NA",false,"Richard Myers, HAIB"
"ENCSR000BID","ENCFF000PFY","BHLHE40","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BID","ENCFF000PGB","BHLHE40","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BIE","ENCFF000PHE","CTCF","HepG2","ENCSR000BLG","NA",false,"Richard Myers, HAIB"
"ENCSR000BIE","ENCFF000PHG","CTCF","HepG2","ENCSR000BLG","NA",false,"Richard Myers, HAIB"
"ENCSR000BIF","ENCFF000OAS","POLR2AphosphoS5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIF","ENCFF000OAU","POLR2AphosphoS5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIG","ENCFF000OLS","Control","GM12892","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BIG","ENCFF000ODP","Control","GM12892","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BIH","ENCFF000OJU","Control","GM12891","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BII","ENCFF000OJH","POU2F2","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BII","ENCFF000OJO","POU2F2","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIJ","ENCFF000OJL","SPI1","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIJ","ENCFF000OJM","SPI1","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIK","ENCFF000OIW","POLR2A","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIK","ENCFF000OIZ","POLR2A","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIL","ENCFF000OIR","POLR2AphosphoS5","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIL","ENCFF000OIT","POLR2AphosphoS5","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIM","ENCFF000OKD","TAF1","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIM","ENCFF000OKG","TAF1","GM12891","ENCSR000BIH","NA",false,"Richard Myers, HAIB"
"ENCSR000BIN","ENCFF000QTJ","Control","Panc1","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BIN","ENCFF000QTU","Control","Panc1","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BIO","ENCFF000NCL","NR3C1","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BIO","ENCFF000NCO","NR3C1","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BIP","ENCFF000ONI","BCL11A","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIQ","ENCFF000OTO","SIX5","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIQ","ENCFF000OTR","SIX5","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIR","ENCFF000OTS","SP1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIR","ENCFF000OTW","SP1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIS","ENCFF000OTG","SIN3A","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIS","ENCFF000OTJ","SIN3A","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIT","ENCFF000OVN","TCF12","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIT","ENCFF000OVP","TCF12","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIU","ENCFF000OWE","USF1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIU","ENCFF000OWL","USF1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIV","ENCFF000OUU","SRF","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIV","ENCFF000OUX","SRF","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIW","ENCFF000OPC","GABPA","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIW","ENCFF000OPF","GABPA","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BIY","ENCFF000NMB","ESR1","ECC-1","ENCSR000BIZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BIY","ENCFF000NMD","ESR1","ECC-1","ENCSR000BIZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BIZ","ENCFF000NLT","ESR1","ECC-1","ENCSR000BKX","NA",false,"Richard Myers, HAIB"
"ENCSR000BIZ","ENCFF000NLU","ESR1","ECC-1","ENCSR000BKX","NA",false,"Richard Myers, HAIB"
"ENCSR000BJA","ENCFF000OOH","EGR1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BJA","ENCFF000OOO","EGR1","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BJB","ENCFF000NJA","USF1","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BJB","ENCFF000NJE","USF1","A549","ENCSR000BNC","NA",false,"Richard Myers, HAIB"
"ENCSR000BJC","ENCFF000NNB","NR3C1","ECC-1","ENCSR000BLB","NA",false,"Richard Myers, HAIB"
"ENCSR000BJC","ENCFF000NNF","NR3C1","ECC-1","ENCSR000BLB","NA",false,"Richard Myers, HAIB"
"ENCSR000BJD","ENCFF000OEH","RXRA","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJD","ENCFF000OEJ","RXRA","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJE","ENCFF000OEP","SIX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJE","ENCFF000OEQ","SIX5","GM12878","ENCSR000BGH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJF","ENCFF000OSI","Control","H1-hESC","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BJG","ENCFF000PRJ","TCF12","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJG","ENCFF000PRL","TCF12","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJH","ENCFF000OIJ","PAX5","GM12891","ENCSR000BLC","NA",false,"Richard Myers, HAIB"
"ENCSR000BJH","ENCFF000OIM","PAX5","GM12891","ENCSR000BLC","NA",false,"Richard Myers, HAIB"
"ENCSR000BJI","ENCFF000OKT","PAX5","GM12892","ENCSR000BIG","NA",false,"Richard Myers, HAIB"
"ENCSR000BJI","ENCFF000OKU","PAX5","GM12892","ENCSR000BIG","NA",false,"Richard Myers, HAIB"
"ENCSR000BJJ","ENCFF000RAL","REST","SK-N-SH","ENCSR000BGN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJJ","ENCFF000RAO","REST","SK-N-SH","ENCSR000BGN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJK","ENCFF000PJC","GABPA","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJK","ENCFF000PJF","GABPA","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJL","ENCFF000PMK","REST","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJL","ENCFF000PMN","REST","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJM","ENCFF000PNM","POLR2A","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJM","ENCFF000PNT","POLR2A","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJN","ENCFF000PRB","TAF1","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJN","ENCFF000PRD","TAF1","HepG2","ENCSR000BLH","NA",false,"Richard Myers, HAIB"
"ENCSR000BJO","ENCFF000QSN","REST","Panc1","ENCSR000BIN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJO","ENCFF000QST","REST","Panc1","ENCSR000BIN","NA",false,"Richard Myers, HAIB"
"ENCSR000BJP","ENCFF000QUV","REST","PFSK-1","ENCSR000BJU","NA",false,"Richard Myers, HAIB"
"ENCSR000BJP","ENCFF000QUX","REST","PFSK-1","ENCSR000BJU","NA",false,"Richard Myers, HAIB"
"ENCSR000BJR","ENCFF000NCS","NR3C1","A549","ENCSR000BJT","NA",false,"Richard Myers, HAIB"
"ENCSR000BJR","ENCFF000NCU","NR3C1","A549","ENCSR000BJT","NA",false,"Richard Myers, HAIB"
"ENCSR000BJS","ENCFF000RIH","ESR1","T47D","ENCSR000BLL","NA",false,"Richard Myers, HAIB"
"ENCSR000BJS","ENCFF000RIK","ESR1","T47D","ENCSR000BLL","NA",false,"Richard Myers, HAIB"
"ENCSR000BJT","ENCFF000NDA","NR3C1","A549","ENCSR000BKZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BJT","ENCFF000NDD","NR3C1","A549","ENCSR000BKZ","NA",false,"Richard Myers, HAIB"
"ENCSR000BJU","ENCFF000QVO","Control","PFSK-1","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BJU","ENCFF000QVQ","Control","PFSK-1","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BJU","ENCFF000QVV","Control","PFSK-1","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000BJW","ENCFF000OSU","RXRA","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BJW","ENCFF000OSX","RXRA","H1-hESC","ENCSR000BJF","NA",false,"Richard Myers, HAIB"
"ENCSR000BJX","ENCFF000PQE","SP1","HepG2","ENCSR000BLN","NA",false,"Richard Myers, HAIB"
