"EXP","ID","TARGET","CELLTYPE","CTRL1","CTRL2","IFCTRL","LAB"
"ENCSR000AHD","ENCFF000QLT","CTCF","MCF-7","ENCSR000AHE","NA",false,"Richard Myers, HAIB"
"ENCSR000AHD","ENCFF000QLW","CTCF","MCF-7","ENCSR000AHE","NA",false,"Richard Myers, HAIB"
"ENCSR000AHE","ENCFF000QQG","Control","MCF-7","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000AHE","ENCFF000QQI","Control","MCF-7","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000AHE","ENCFF000QQJ","Control","MCF-7","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000AHE","ENCFF000QQK","Control","MCF-7","NA","NA",true,"Richard Myers, HAIB"
"ENCSR000AHF","ENCFF000QRL","TAF1","MCF-7","ENCSR000AHE","NA",false,"Richard Myers, HAIB"
"ENCSR000AHF","ENCFF000QRS","TAF1","MCF-7","ENCSR000AHE","NA",false,"Richard Myers, HAIB"
"ENCSR000AKA","ENCFF000ASR","H3K4me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKA","ENCFF000AUB","H3K4me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKB","ENCFF000ARP","CTCF","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKB","ENCFF000ARV","CTCF","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKC","ENCFF000ASP","H3K27ac","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKC","ENCFF000ASU","H3K27ac","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKD","ENCFF000ASV","H3K27me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKD","ENCFF000ASW","H3K27me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKD","ENCFF000ASZ","H3K27me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKE","ENCFF000ATJ","H3K36me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKE","ENCFF000ATN","H3K36me3","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKF","ENCFF000ASM","H3K4me1","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKF","ENCFF000ATK","H3K4me1","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKG","ENCFF000ATO","H3K4me2","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKG","ENCFF000ATW","H3K4me2","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKH","ENCFF000AUM","H3K9ac","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKH","ENCFF000AUN","H3K9ac","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKI","ENCFF000AVB","H4K20me1","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKI","ENCFF000AVC","H4K20me1","GM12878","ENCSR000AKJ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKJ","ENCFF000ARK","Control","GM12878","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AKJ","ENCFF000ARO","Control","GM12878","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AKK","ENCFF000BSK","H3K27me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKK","ENCFF000BSR","H3K27me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKL","ENCFF000BSX","H3K4me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKL","ENCFF000BSY","H3K4me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKL","ENCFF000BTD","H3K4me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKM","ENCFF000BTF","H3K4me2","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKM","ENCFF000BTN","H3K4me2","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKN","ENCFF000BTH","H3K4me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKN","ENCFF000BTL","H3K4me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKN","ENCFF000BTS","H3K4me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKO","ENCFF000BWM","CTCF","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKO","ENCFF000BWR","CTCF","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKP","ENCFF000BXG","H3K27ac","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKP","ENCFF000BXH","H3K27ac","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKQ","ENCFF000BXN","H3K27me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKQ","ENCFF000BXP","H3K27me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKR","ENCFF000BXO","H3K36me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKR","ENCFF000BXR","H3K36me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKS","ENCFF000BXX","H3K4me1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKS","ENCFF000BYG","H3K4me1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKT","ENCFF000BYA","H3K4me2","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKT","ENCFF000BYF","H3K4me2","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKU","ENCFF000BYI","H3K4me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKU","ENCFF000BYJ","H3K4me3","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKV","ENCFF000BYW","H3K9ac","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKV","ENCFF001QWV","H3K9ac","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKW","ENCFF000BYY","H3K9me1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKX","ENCFF000BZJ","H4K20me1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKX","ENCFF000BZN","H4K20me1","K562","ENCSR000AKY","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AKY","ENCFF000BWK","Control","K562","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALA","ENCFF000BQY","CTCF","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALA","ENCFF000BRD","CTCF","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALA","ENCFF000BRG","CTCF","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALB","ENCFF000BRV","H3K27ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALB","ENCFF000BSD","H3K27ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALB","ENCFF000BSI","H3K27ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALC","ENCFF000BSJ","H3K36me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALC","ENCFF000BSQ","H3K36me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALC","ENCFF000BSS","H3K36me3","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALD","ENCFF000BTW","H3K9ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALD","ENCFF000BTY","H3K9ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALD","ENCFF000BUE","H3K9ac","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALE","ENCFF000BUD","H3K9me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALE","ENCFF000BUJ","H3K9me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALE","ENCFF000BUK","H3K9me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALF","ENCFF000BUQ","H4K20me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALF","ENCFF000BUR","H4K20me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALF","ENCFF000BUT","H4K20me1","endothelial cell of umbilical vein","ENCSR000ALG","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALG","ENCFF000BQS","Control","endothelial cell of umbilical vein","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALG","ENCFF000BQV","Control","endothelial cell of umbilical vein","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALG","ENCFF000BQW","Control","endothelial cell of umbilical vein","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALI","ENCFF000COE","H3K4me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALI","ENCFF000COI","H3K4me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALI","ENCFF000COL","H3K4me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALJ","ENCFF000CMF","CTCF","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALJ","ENCFF000CMG","CTCF","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALJ","ENCFF000CMM","CTCF","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALK","ENCFF000CNF","H3K27ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALK","ENCFF000CNL","H3K27ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALK","ENCFF000CNN","H3K27ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALL","ENCFF000CNO","H3K27me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALL","ENCFF000CNP","H3K27me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALL","ENCFF000CNX","H3K27me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALM","ENCFF000CNV","H3K36me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALM","ENCFF000COB","H3K36me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALM","ENCFF000COD","H3K36me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALN","ENCFF000COM","H3K4me2","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALN","ENCFF000COR","H3K4me2","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALN","ENCFF000COT","H3K4me2","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALO","ENCFF000COU","H3K4me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALO","ENCFF000COV","H3K4me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALO","ENCFF000CPA","H3K4me3","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALP","ENCFF000CPJ","H3K9ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALP","ENCFF000CPM","H3K9ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALP","ENCFF000CPP","H3K9ac","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALQ","ENCFF000CPU","H3K9me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALQ","ENCFF000CPV","H3K9me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALQ","ENCFF000CPY","H3K9me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALR","ENCFF000CPX","H4K20me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALR","ENCFF000CQD","H4K20me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALR","ENCFF000CQG","H4K20me1","keratinocyte","ENCSR000ALS","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALS","ENCFF000CMD","Control","keratinocyte","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALS","ENCFF000CMJ","Control","keratinocyte","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ALU","ENCFF000AWX","H3K27me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALU","ENCFF000AWY","H3K27me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALV","ENCFF000BHI","CTCF","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALV","ENCFF000BHL","CTCF","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALW","ENCFF000BIL","H3K27ac","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALW","ENCFF000BIM","H3K27ac","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALX","ENCFF000BIR","H3K27me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALX","ENCFF000BIT","H3K27me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALY","ENCFF000BIS","H3K36me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALY","ENCFF000BIY","H3K36me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALZ","ENCFF000BJX","H3K9ac","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ALZ","ENCFF000BKB","H3K9ac","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMA","ENCFF000BED","CTCF","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMA","ENCFF000BEI","CTCF","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMB","ENCFF000BFT","H3K36me3","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMB","ENCFF000BFZ","H3K36me3","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMC","ENCFF000BGA","H3K4me2","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMC","ENCFF000BGD","H3K4me2","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMD","ENCFF000BGQ","H3K9ac","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMD","ENCFF000BGS","H3K9ac","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AME","ENCFF000BDT","Control","HepG2","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AME","ENCFF000BDZ","Control","HepG2","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMF","ENCFF000AVS","CTCF","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMF","ENCFF000AVU","CTCF","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMG","ENCFF000AXS","H3K4me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMG","ENCFF000AXZ","H3K4me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMH","ENCFF000AYP","H4K20me1","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMH","ENCFF000AYQ","H4K20me1","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMI","ENCFF000AVM","Control","H1-hESC","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMI","ENCFF000AVR","Control","H1-hESC","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMJ","ENCFF000BJD","H3K4me1","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMJ","ENCFF000BJE","H3K4me1","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMK","ENCFF000BJF","H3K4me2","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMK","ENCFF000BJJ","H3K4me2","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AML","ENCFF000BJN","H3K4me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AML","ENCFF000BJO","H3K4me3","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMM","ENCFF000BKC","H4K20me1","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMM","ENCFF000BKH","H4K20me1","mammary epithelial cell","ENCSR000AMN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMN","ENCFF000BHE","Control","mammary epithelial cell","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMN","ENCFF000BHF","Control","mammary epithelial cell","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMO","ENCFF000BFD","H3K27ac","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMO","ENCFF000BFH","H3K27ac","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMP","ENCFF000BGE","H3K4me3","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMP","ENCFF000BGF","H3K4me3","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMQ","ENCFF000BGX","H4K20me1","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMQ","ENCFF000BHC","H4K20me1","HepG2","ENCSR000AME","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMR","ENCFF000CRS","H3K27ac","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMR","ENCFF000CRV","H3K27ac","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMS","ENCFF000CRX","H3K27me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMS","ENCFF000CSA","H3K27me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMT","ENCFF000CSE","H3K36me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMT","ENCFF000CSF","H3K36me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMU","ENCFF000CSJ","H3K4me1","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMU","ENCFF000CSM","H3K4me1","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMV","ENCFF000CSQ","H3K4me2","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMV","ENCFF000CSR","H3K4me2","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMW","ENCFF000CST","H3K4me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMW","ENCFF000CSY","H3K4me3","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMX","ENCFF000CTF","H3K9ac","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMX","ENCFF000CTI","H3K9ac","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMY","ENCFF000CTO","H4K20me1","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMY","ENCFF000CTT","H4K20me1","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AMZ","ENCFF000CQO","Control","fibroblast of lung","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000AMZ","ENCFF000CQP","Control","fibroblast of lung","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ANA","ENCFF000AXJ","H3K4me1","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANA","ENCFF000AXM","H3K4me1","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANB","ENCFF000AXG","H3K36me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANB","ENCFF000AXH","H3K36me3","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANC","ENCFF000AXQ","H3K4me2","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANC","ENCFF000AXR","H3K4me2","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AND","ENCFF000AYG","H3K9ac","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000AND","ENCFF000AYH","H3K9ac","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANE","ENCFF000BKP","CTCF","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANE","ENCFF000BKS","CTCF","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANF","ENCFF000BLI","H3K27ac","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANF","ENCFF000BLJ","H3K27ac","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANG","ENCFF000BLN","H3K27me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANG","ENCFF000BLO","H3K27me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANH","ENCFF000BLU","H3K36me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANH","ENCFF000BLZ","H3K36me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANI","ENCFF000BLX","H3K4me1","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANI","ENCFF000BMA","H3K4me1","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANJ","ENCFF000BMF","H3K4me2","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANJ","ENCFF000BMI","H3K4me2","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANK","ENCFF000BML","H3K4me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANK","ENCFF000BMP","H3K4me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANL","ENCFF000BMV","H3K9ac","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANL","ENCFF000BMW","H3K9ac","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANM","ENCFF000BNI","H4K20me1","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANM","ENCFF000BNM","H4K20me1","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANN","ENCFF000BKI","Control","skeletal muscle myoblast","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ANN","ENCFF000BKK","Control","skeletal muscle myoblast","NA","NA",true,"Bradley Bernstein, Broad"
"ENCSR000ANO","ENCFF000CQU","CTCF","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANO","ENCFF000CQV","CTCF","fibroblast of lung","ENCSR000AMZ","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANP","ENCFF000AWR","H3K27ac","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANP","ENCFF000AWV","H3K27ac","H1-hESC","ENCSR000AMI","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANQ","ENCFF000BMR","H3K79me2","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANQ","ENCFF000BMX","H3K79me2","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
"ENCSR000ANR","ENCFF000BNB","H3K9me3","skeletal muscle myoblast","ENCSR000ANN","NA",false,"Bradley Bernstein, Broad"
